1108939	A2	1701680	1.0	2.9015837	LM
1108939	A2	8532675	2.0	2.784665	LM
1108939	A2	8661642	2.0	2.784665	LM
1108939	A2	6605469	2.0	2.784665	LM
1108939	A2	3647358	2.0	2.784665	LM
1108939	A2	3026339	2.0	2.784665	LM
1108939	A2	6238857	2.0	2.784665	LM
1108939	A2	8725053	2.0	2.784665	LM
1108939	A2	5152544	2.0	2.784665	LM
1108939	A2	375864	2.0	2.784665	LM
1108939	A2	2805940	2.0	2.784665	LM
1108939	A2	3806503	2.0	2.784665	LM
1108939	A2	2011059	2.0	2.784665	LM
1108939	A2	2072620	2.0	2.784665	LM
1108939	A2	6263838	2.0	2.784665	LM
1108939	A2	702597	2.0	2.784665	LM
1108939	A2	1851519	2.0	2.784665	LM
1108939	A2	1022480	3.0	2.672059	LM
1108939	A2	7454708	3.0	2.672059	LM
1108939	A2	25753	3.0	2.672059	LM
1108939	A2	1979870	3.0	2.672059	LM
1108939	A2	2834919	3.0	2.672059	LM
1108939	A2	3601765	3.0	2.672059	LM
1108939	A2	6375529	3.0	2.672059	LM
1108939	A2	610114	3.0	2.672059	LM
1108939	A2	1889170	3.0	2.672059	LM
1108939	A2	6164673	3.0	2.672059	LM
1108939	A2	6521246	3.0	2.672059	LM
1108939	A2	8550205	4.0	2.259224	LM
1108939	A2	8596281	4.0	2.259224	LM
1108939	A2	8596282	4.0	2.259224	LM
1108939	A2	8363174	4.0	2.259224	LM
1108939	A2	640910	4.0	2.259224	LM
1108939	A2	1667520	4.0	2.259224	LM
1108939	A2	6663217	4.0	2.259224	LM
1108939	A2	3168057	4.0	2.259224	LM
1108939	A2	3294462	4.0	2.259224	LM
1108939	A2	7919347	4.0	2.259224	LM
1108939	A2	5163856	4.0	2.259224	LM
1108939	A2	1020545	4.0	2.259224	LM
1108939	A2	8596289	4.0	2.259224	LM
1108939	A2	6761538	4.0	2.259224	LM
1108939	A2	7405170	4.0	2.259224	LM
1108939	A2	5228136	4.0	2.259224	LM
1108939	A2	3168054	4.0	2.259224	LM
1108939	A2	4016943	4.0	2.259224	LM
1108939	A2	3438096	4.0	2.259224	LM
1108939	A2	3499836	4.0	2.259224	LM
1108939	A2	6707713	4.0	2.259224	LM
1108939	A2	4390191	4.0	2.259224	LM
1108939	A2	5654411	4.0	2.259224	LM
1108939	A2	2846462	4.0	2.259224	LM
1108939	A2	5204437	4.0	2.259224	LM
1108939	A2	3506104	4.0	2.259224	LM
1108939	A2	3529234	4.0	2.259224	LM
1108939	A2	5438508	4.0	2.259224	LM
1108939	A2	6335029	4.0	2.259224	LM
1108939	A2	4881065	4.0	2.259224	LM
1108939	A2	6707716	4.0	2.259224	LM
1108939	A2	2600370	4.0	2.259224	LM
1108939	A2	610113	4.0	2.259224	LM
1108939	A2	5617396	4.0	2.259224	LM
1108939	A2	3557725	4.0	2.259224	LM
1108939	A2	242056	4.0	2.259224	LM
1108939	A2	64184	4.0	2.259224	LM
1108939	A2	8309578	4.0	2.259224	LM
1108939	A2	3607301	5.0	2.1338782	LM
1108939	A2	2152036	5.0	2.1338782	LM
1108939	A2	6092801	5.0	2.1338782	LM
1108939	A2	1889169	5.0	2.1338782	LM
1108939	A2	203662	5.0	2.1338782	LM
1108939	A2	3231313	6.0	2.095581	LM
1108939	A2	119359	6.0	2.095581	LM
1108939	A2	1011372	6.0	2.095581	LM
1108939	A2	5700619	6.0	2.095581	LM
1108939	A2	2985780	6.0	2.095581	LM
1108939	A2	4426668	6.0	2.095581	LM
1108939	A2	6225294	6.0	2.095581	LM
1108939	A2	6920553	6.0	2.095581	LM
1108939	A2	16424	6.0	2.095581	LM
1108939	A2	6875374	6.0	2.095581	LM
1108939	A2	19290	6.0	2.095581	LM
1108939	A2	5163859	7.0	2.0575843	LM
1108939	A2	5544164	7.0	2.0575843	LM
1108939	A2	4739037	7.0	2.0575843	LM
1108939	A2	7724054	7.0	2.0575843	LM
1108939	A2	3936373	7.0	2.0575843	LM
1108939	A2	8630525	8.0	2.0539465	LM
1108939	A2	7556674	8.0	2.0539465	LM
1108939	A2	6164667	8.0	2.0539465	LM
1108939	A2	6564869	8.0	2.0539465	LM
1108939	A2	6669588	8.0	2.0539465	LM
1108939	A2	3237757	8.0	2.0539465	LM
1108939	A2	3259017	8.0	2.0539465	LM
1108939	A2	74200	8.0	2.0539465	LM
1108939	A2	2548269	8.0	2.0539465	LM
1108939	A2	7780422	8.0	2.0539465	LM
1108939	A2	5291621	8.0	2.0539465	LM
1108939	A2	1157125	8.0	2.0539465	LM
1108939	A2	8596285	8.0	2.0539465	LM
1112389	A2	8138765	1.0	3.3319945	LM
1112389	A2	4931198	2.0	2.784665	LM
1112389	A2	5892677	2.0	2.784665	LM
1112389	A2	7817890	3.0	2.259224	LM
1112389	A2	6780773	3.0	2.259224	LM
1112389	A2	6780774	3.0	2.259224	LM
1112389	A2	2086170	4.0	2.1338782	LM
1112389	A2	4790816	4.0	2.1338782	LM
1112389	A2	6667097	5.0	2.095581	LM
1112389	A2	2086171	5.0	2.095581	LM
1112389	A2	4337245	6.0	2.0539465	LM
1112389	A2	4069	6.0	2.0539465	LM
1112389	A2	2472200	7.0	2.019318	LM
1112389	A2	6083131	8.0	1.6387013	LM
1112389	A2	7936683	8.0	1.6387013	LM
1112389	A2	7936685	8.0	1.6387013	LM
1112389	A2	6780768	8.0	1.6387013	LM
