1108939	A2	7880690	1.0	2.2376242	NN
1108939	A2	2548269	2.0	2.1617045	NN
1108939	A2	375864	3.0	2.0683556	NN
1108939	A2	5654411	4.0	2.0234032	NN
1108939	A2	7423808	5.0	2.0055418	NN
1108939	A2	679553	6.0	1.9615	NN
1108939	A2	5616716	7.0	1.8780937	NN
1108939	A2	2510441	8.0	1.8764075	NN
1108939	A2	4150723	9.0	1.8549643	NN
1108939	A2	3134540	10.0	1.8370851	NN
1108939	A2	6434632	11.0	1.8273158	NN
1108939	A2	5152544	12.0	1.8242943	NN
1108939	A2	4104109	13.0	1.8231103	NN
1108939	A2	8749213	14.0	1.8151543	NN
1108939	A2	6871640	15.0	1.8004149	NN
1108939	A2	3609333	16.0	1.7954324	NN
1108939	A2	5698642	17.0	1.7821863	NN
1108939	A2	6920553	18.0	1.7761289	NN
1108939	A2	2011059	19.0	1.7539192	NN
1108939	A2	6621964	20.0	1.7536248	NN
1108939	A2	5277940	21.0	1.7372477	NN
1108939	A2	394181	22.0	1.7361473	NN
1108939	A2	6010788	23.0	1.7134904	NN
1108939	A2	1799759	24.0	1.711412	NN
1108939	A2	5099231	25.0	1.7050533	NN
1108939	A2	585360	26.0	1.7016789	NN
1108939	A2	2298458	27.0	1.6988605	NN
1108939	A2	1127171	28.0	1.698543	NN
1108939	A2	989033	29.0	1.6977012	NN
1108939	A2	5654409	30.0	1.6588671	NN
1108939	A2	8249882	31.0	1.6496938	NN
1108939	A2	1682746	32.0	1.643354	NN
1108939	A2	7780422	33.0	1.6343652	NN
1108939	A2	8661642	34.0	1.6339418	NN
1108939	A2	1480108	35.0	1.6294019	NN
1108939	A2	7537434	36.0	1.6282414	NN
1108939	A2	6142999	37.0	1.6280081	NN
1108939	A2	4220554	38.0	1.6135412	NN
1108939	A2	7564444	39.0	1.6051128	NN
1108939	A2	7133504	40.0	1.6025126	NN
1108939	A2	3237757	41.0	1.5984966	NN
1108939	A2	2951421	42.0	1.5983894	NN
1108939	A2	6621967	43.0	1.5977422	NN
1108939	A2	3019686	44.0	1.5949876	NN
1108939	A2	1440639	45.0	1.5756068	NN
1108939	A2	25753	46.0	1.5735703	NN
1108939	A2	3727298	47.0	1.5525119	NN
1108939	A2	5094043	48.0	1.552435	NN
1108939	A2	4739037	49.0	1.5523003	NN
1108939	A2	4520570	50.0	1.5439067	NN
1108939	A2	6559817	51.0	1.5339556	NN
1108939	A2	3294462	52.0	1.527742	NN
1108939	A2	702597	53.0	1.5209713	NN
1108939	A2	2734073	54.0	1.5031899	NN
1108939	A2	7874743	55.0	1.4803824	NN
1108939	A2	6225295	56.0	1.4795874	NN
1108939	A2	7454708	57.0	1.4653418	NN
1108939	A2	6225294	58.0	1.4650083	NN
1108939	A2	536817	59.0	1.4615542	NN
1108939	A2	4205822	60.0	1.4480329	NN
1108939	A2	295146	61.0	1.4470121	NN
1108939	A2	2411435	62.0	1.4414942	NN
1108939	A2	8202617	63.0	1.4400067	NN
1108939	A2	2931941	64.0	1.436267	NN
1108939	A2	7724054	65.0	1.417258	NN
1108939	A2	3367885	66.0	1.4148161	NN
1108939	A2	841371	67.0	1.4030337	NN
1108939	A2	232629	68.0	1.402656	NN
1108939	A2	3721619	69.0	1.4018586	NN
1108939	A2	5089209	70.0	1.3982956	NN
1108939	A2	6263838	71.0	1.397995	NN
1108939	A2	2973975	72.0	1.3922882	NN
1108939	A2	4746823	73.0	1.3915929	NN
1108939	A2	7109336	74.0	1.3847479	NN
1108939	A2	5397095	75.0	1.3837345	NN
1108939	A2	7381214	76.0	1.3807993	NN
1108939	A2	6164673	77.0	1.3806856	NN
1108939	A2	1534209	78.0	1.378914	NN
1108939	A2	2805940	79.0	1.3784791	NN
1108939	A2	1161504	80.0	1.376445	NN
1108939	A2	1349727	81.0	1.3754922	NN
1108939	A2	3367394	82.0	1.3750579	NN
1108939	A2	5700619	83.0	1.3738363	NN
1108939	A2	3868158	84.0	1.3725388	NN
1108939	A2	670211	85.0	1.3710917	NN
1108939	A2	4600914	86.0	1.370702	NN
1108939	A2	1161507	87.0	1.3680941	NN
1108939	A2	5617396	88.0	1.3637936	NN
1108939	A2	3026339	89.0	1.3620721	NN
1108939	A2	4741675	90.0	1.3561442	NN
1108939	A2	7777453	91.0	1.3546898	NN
1108939	A2	3004816	92.0	1.3545017	NN
1108939	A2	19290	93.0	1.3544815	NN
1108939	A2	6327128	94.0	1.3496156	NN
1108939	A2	6386793	95.0	1.3486464	NN
1108939	A2	6938743	96.0	1.3432833	NN
1108939	A2	6920554	97.0	1.3413672	NN
1108939	A2	4981420	98.0	1.3388357	NN
1108939	A2	3936373	99.0	1.3340974	NN
1108939	A2	7556674	100.0	1.3338739	NN
1112389	A2	4459408	1.0	1.0660179	NN
1112389	A2	8732300	2.0	1.0221456	NN
1112389	A2	6622711	3.0	0.9958645	NN
1112389	A2	2633766	4.0	0.9872055	NN
1112389	A2	8191059	5.0	0.9679426	NN
1112389	A2	5109073	6.0	0.940873	NN
1112389	A2	8138782	7.0	0.9334136	NN
1112389	A2	7224811	8.0	0.8500006	NN
1112389	A2	6383165	9.0	0.8498392	NN
1112389	A2	7657314	10.0	0.8243047	NN
1112389	A2	6496650	11.0	0.79387426	NN
1112389	A2	7657316	12.0	0.7929598	NN
1112389	A2	7120427	13.0	0.7739692	NN
1112389	A2	213302	14.0	0.7629503	NN
1112389	A2	1403457	15.0	0.76252043	NN
1112389	A2	1250258	16.0	0.75844526	NN
1112389	A2	7120134	17.0	0.7483088	NN
1112389	A2	3679430	18.0	0.732465	NN
1112389	A2	3836827	19.0	0.7284972	NN
1112389	A2	5892680	20.0	0.72444296	NN
1112389	A2	8178506	21.0	0.72058004	NN
1112389	A2	6766797	22.0	0.7167597	NN
1112389	A2	1709039	23.0	0.7018385	NN
1112389	A2	4738640	24.0	0.70067465	NN
1112389	A2	5992574	25.0	0.69597185	NN
1112389	A2	3345028	26.0	0.69136643	NN
1112389	A2	7442929	27.0	0.6735536	NN
1112389	A2	684764	28.0	0.67323923	NN
1112389	A2	4329506	29.0	0.66290677	NN
1112389	A2	5892685	30.0	0.6574664	NN
1112389	A2	4520203	31.0	0.65325034	NN
1112389	A2	1690909	32.0	0.65104437	NN
1112389	A2	4935960	33.0	0.64521444	NN
1112389	A2	7567075	34.0	0.6412473	NN
1112389	A2	6199116	35.0	0.63777804	NN
1112389	A2	4284048	36.0	0.6364951	NN
1112389	A2	3637305	37.0	0.6353583	NN
1112389	A2	5356573	38.0	0.6320021	NN
1112389	A2	5099993	39.0	0.63113046	NN
1112389	A2	6780768	40.0	0.6240139	NN
1112389	A2	7117166	41.0	0.618826	NN
1112389	A2	1498813	42.0	0.61773205	NN
1112389	A2	1116788	43.0	0.6140303	NN
1112389	A2	7632756	44.0	0.611958	NN
1112389	A2	399781	45.0	0.6116017	NN
1112389	A2	6780774	46.0	0.6049967	NN
1112389	A2	8792649	47.0	0.60344607	NN
1112389	A2	1185431	48.0	0.59513116	NN
1112389	A2	6766060	49.0	0.595076	NN
1112389	A2	5622647	50.0	0.5934789	NN
1112389	A2	2672796	51.0	0.5922264	NN
1112389	A2	399783	52.0	0.59195143	NN
