0,1108939,2846462,-11.299544506749045
1,1108939,3130232,-11.303111931724848
2,1108939,7724054,-11.336812066744718
3,1108939,7651010,-11.370078761015764
4,1108939,2068541,-11.478011409762955
5,1108939,5163856,-11.481418372198352
6,1108939,8596285,-11.530079736640696
7,1108939,5291621,-11.535978281615606
8,1108939,6707713,-11.556826052845778
9,1108939,2764268,-11.630244552130895
10,1108939,7000936,-11.648423961368662
11,1108939,5553585,-11.66070166652295
12,1108939,2194177,-11.770183099755672
13,1108939,6238857,-11.770183099755672
14,1108939,8181777,-11.775694023008365
15,1108939,7575369,-11.796602227357392
16,1108939,4799672,-11.812058104605399
17,1108939,6871640,-11.847986677745546
18,1108939,160716,-11.852767601793518
19,1108939,7880690,-11.90312229272812
20,1108939,2735037,-11.94938576280661
21,1108939,3506104,-11.987546724650224
22,1108939,5203394,-12.005989513164018
23,1108939,6950182,-12.039509414958392
24,1108939,5970931,-12.05027292611219
25,1108939,6758075,-12.051101953691997
26,1108939,7423808,-12.053816509616587
27,1108939,1742847,-12.072658923518148
28,1108939,2453260,-12.091652892509195
29,1108939,6663340,-12.105446135114718
30,1108939,5553584,-12.118823188039737
31,1108939,4404545,-12.137878883427366
32,1108939,1448805,-12.161612537294776
33,1108939,6707716,-12.163423847121663
34,1108939,7274049,-12.172738909672955
35,1108939,3283059,-12.196700656584351
36,1108939,1224789,-12.231383123787579
37,1108939,7340851,-12.23376667407744
38,1108939,4631244,-12.251690834625075
39,1108939,6669588,-12.252686169343207
40,1108939,1979870,-12.269117791175503
41,1108939,4326783,-12.290401049132798
42,1108939,119359,-12.299567877020246
43,1108939,1231448,-12.299567877020246
44,1108939,1835131,-12.328618126465088
45,1108939,6849948,-12.333087778814622
46,1108939,3259017,-12.33618681293429
47,1108939,7698352,-12.341886483527032
48,1108939,753531,-12.3596695832369
49,1108939,6273537,-12.366354473085668
50,1108939,4228762,-12.399024498970949
51,1108939,7152561,-12.414235176046494
52,1108939,7201778,-12.417921268709001
53,1108939,4537644,-12.440432310856783
54,1108939,6551140,-12.440432310856783
55,1108939,6788178,-12.440432310856783
56,1108939,2430867,-12.454779329204195
57,1108939,2044726,-12.463543114633838
58,1108939,2152036,-12.476796392453817
59,1108939,1667520,-12.512724965593964
60,1108939,4261388,-12.512724965593964
61,1108939,7889053,-12.512724965593964
62,1108939,8629183,-12.512724965593964
63,1108939,8027461,-12.526703342227336
64,1108939,6088457,-12.548228338534972
65,1108939,2174238,-12.557791703333976
66,1108939,2464262,-12.557791703333976
67,1108939,8269661,-12.557791703333976
68,1108939,2441913,-12.583316457824546
69,1108939,6679352,-12.583316457824546
70,1108939,7628746,-12.583316457824546
71,1108939,8804355,-12.592726378043682
72,1108939,1957452,-12.604401952688647
73,1108939,4036414,-12.617998925027774
74,1108939,8451903,-12.617998925027774
75,1108939,6707715,-12.65675298561552
76,1108939,226281,-12.686183678260441
77,1108939,4036410,-12.686183678260441
78,1108939,7102724,-12.686183678260441
79,1108939,1347694,-12.700269383947091
80,1108939,1821213,-12.70857720767664
81,1108939,2695509,-12.709555394486252
82,1108939,140444,-12.71970358005482
83,1108939,7352917,-12.71970358005482
84,1108939,6529622,-12.732901815812417
85,1108939,7491705,-12.750235790520822
86,1108939,140445,-12.752853088614572
87,1108939,652415,-12.752853088614572
88,1108939,7634011,-12.752853088614572
89,1108939,3357548,-12.7638760068989
90,1108939,1464269,-12.766831465247945
91,1108939,1231450,-12.785640300211146
92,1108939,4056029,-12.790332666305355
93,1108939,6327128,-12.89033249210162
94,1108939,7865321,-12.891327826819754
95,1108939,1622855,-12.913319143467533
96,1108939,893831,-12.918011509561742
97,1108939,5696659,-12.929042706609344
98,1108939,1666545,-12.962249371760828
99,1108939,5696656,-12.97517700507574
100,1112389,4337251,-15.027303654857153
101,1112389,4931198,-15.443491038444462
102,1112389,8138768,-16.083137011419737
103,1112389,4337253,-16.296389610363477
104,1112389,7119576,-16.444017423200293
105,1112389,8138765,-16.533348931021695
106,1112389,5892677,-16.640596135736182
107,1112389,8138769,-16.949310937933163
108,1112389,8138766,-17.238004155632943
109,1112389,8138763,-17.88475423063842
110,1112389,7817890,-17.901216644707223
111,1112389,5892681,-18.053200172038927
112,1112389,8138767,-18.378324592298448
113,1112389,5892680,-18.574138533359584
114,1112389,5892682,-18.877196699062594
115,1112389,4931197,-18.973586905378838
116,1112389,5892684,-19.132156834234245
117,1112389,8138762,-19.44238977161774
118,1112389,7651152,-19.47552624215155
