0,1108939,2068541,-31.66531217264623
1,1108939,6707713,-31.77119706582438
2,1108939,3130232,-31.844321447654245
3,1108939,8596285,-31.88052554699187
4,1108939,753531,-32.31196225288849
5,1108939,6758075,-32.45205352982586
6,1108939,5553584,-32.88038588037223
7,1108939,7201778,-32.880415670910374
8,1108939,6707716,-33.06437348216764
9,1108939,8804355,-33.064414730746854
10,1108939,2764268,-33.09857986442847
11,1108939,5553585,-33.098582156064346
12,1108939,2735037,-33.09860507232679
13,1108939,3259017,-33.09863944639225
14,1108939,2430867,-33.09865090432655
15,1108939,1347694,-33.09867611162795
16,1108939,3357548,-33.09868298630976
17,1108939,1818494,-33.09870819334161
18,1108939,4320195,-33.12113524047138
19,1108939,3899060,-33.12884168774862
20,1108939,3647358,-33.19520857948222
21,1108939,1979870,-33.1961404681944
22,1108939,6707715,-33.19617713365416
23,1108939,699259,-33.19634212267785
24,1108939,8661642,-33.28249705835495
25,1108939,160716,-33.34790064860752
26,1108939,7340851,-33.34793043978284
27,1108939,7698352,-33.34793960623881
28,1108939,4390191,-33.34796252225619
29,1108939,242056,-33.34939160091626
30,1108939,2846462,-33.37812347690258
31,1108939,7724054,-33.37812576856996
32,1108939,5163856,-33.378134935221986
33,1108939,7152561,-33.378205975825516
34,1108939,2695509,-33.37823347496235
35,1108939,6529622,-33.37823576654571
36,1108939,631424,-33.43435806748015
37,1108939,2194177,-33.5269305468785
38,1108939,6238857,-33.5269305468785
39,1108939,7491705,-33.52700846211131
40,1108939,4260848,-33.527038252694965
41,1108939,4260849,-33.52705200209534
42,1108939,5807716,-33.52863484260378
43,1108939,6681205,-33.59237976268606
44,1108939,4049530,-33.613321512611655
45,1108939,7919347,-33.613383383944495
46,1108939,6564869,-33.66589879051095
47,1108939,3150726,-33.66594920443986
48,1108939,4172981,-33.729361131784785
49,1108939,3745976,-33.72936342330513
50,1108939,8181777,-33.74517036294149
51,1108939,4799672,-33.74517265460537
52,1108939,6871640,-33.7451749462675
53,1108939,3506104,-33.745184112898514
54,1108939,4056029,-33.74524598692529
55,1108939,893831,-33.74525744493836
56,1108939,6316872,-33.74529869342305
57,1108939,532318,-33.74531702590087
58,1108939,6179026,-33.74928787198671
59,1108939,2011059,-33.74933828687835
60,1108939,2251472,-33.74934516157066
61,1108939,7651010,-33.76756991026222
62,1108939,7000936,-33.767585951995166
63,1108939,7575369,-33.7675951186612
64,1108939,7880690,-33.76760199364234
65,1108939,5203394,-33.767608868607724
66,1108939,6950182,-33.76761116025936
67,1108939,1742847,-33.76761345190923
68,1108939,6663340,-33.76761574355736
69,1108939,4404545,-33.76761803520374
70,1108939,6669588,-33.76762720177173
71,1108939,3865302,-33.92596643061093
72,1108939,610121,-33.92597101374439
73,1108939,917895,-33.9259824715474
74,1108939,2115313,-33.92598476310275
75,1108939,7844766,-33.92600080394119
76,1108939,7844765,-33.926005387022144
77,1108939,3009955,-33.92603288536078
78,1108939,6204916,-33.92837735204641
79,1108939,8256786,-33.92845297302643
80,1108939,5291621,-34.02472543337088
81,1108939,7423808,-34.024755225160646
82,1108939,1448805,-34.02476210014704
83,1108939,3283059,-34.02476439180567
84,1108939,1224789,-34.024766683462545
85,1108939,119359,-34.024771266771054
86,1108939,1231448,-34.024771266771054
87,1108939,6849948,-34.02477355842268
88,1108939,4228762,-34.02477814172069
89,1108939,2044726,-34.02478272501169
90,1108939,8027461,-34.024787308295686
91,1108939,2174238,-34.02478959993506
92,1108939,2464262,-34.02478959993506
93,1108939,8269661,-34.02478959993506
94,1108939,1821213,-34.02480105810567
95,1108939,1464269,-34.02480564136167
96,1108939,1666545,-34.024821682702495
97,1108939,893828,-34.024826265926976
98,1108939,6316877,-34.024826265926976
99,1108939,2068537,-34.0248606398874
100,1112389,4931198,-44.13891091840641
101,1112389,7651152,-44.54404401056389
102,1112389,8138768,-44.75128510476922
103,1112389,4337251,-44.80788721428313
104,1112389,4337253,-44.80797276944061
105,1112389,7119576,-45.06512294555063
106,1112389,8138765,-45.19868860009301
107,1112389,6064417,-45.43133498377287
108,1112389,5892677,-45.47826124016549
109,1112389,4790816,-45.64955188419309
110,1112389,2472193,-45.649554939672576
111,1112389,2086171,-45.64956105062455
112,1112389,7817890,-45.757919434704576
113,1112389,6064418,-45.86783294944446
114,1112389,6064419,-45.86783294944446
115,1112389,6064420,-45.86783294944446
116,1112389,7651158,-45.987851153850194
117,1112389,6780773,-46.07785215089024
118,1112389,6064416,-46.07802936809133
119,1112389,8138766,-46.10119348855423
120,1112389,2107820,-46.139593002776266
121,1112389,4076,-46.14740558980637
122,1112389,4337245,-46.29613321664576
123,1112389,8097877,-46.38621924807705
124,1112389,8138763,-46.42691406457155
125,1112389,5892681,-46.426926286662216
126,1112389,4855805,-46.42694156422303
127,1112389,8060371,-46.42694461972819
128,1112389,3394196,-46.51433483856221
129,1112389,6780774,-46.51434094966824
130,1112389,4790809,-46.51438678266578
131,1112389,7120135,-46.58916292748624
132,1112389,8138769,-46.74776259790558
133,1112389,2086170,-46.79394414514943
134,1112389,452836,-46.92042078515193
135,1112389,452837,-46.92042078515193
136,1112389,452838,-46.92042078515193
137,1112389,452841,-46.92042078515193
138,1112389,452842,-46.92042078515193
139,1112389,1357130,-46.965155345891134
140,1112389,7651153,-47.07352595183076
141,1112389,5892680,-47.073541229496605
142,1112389,6780768,-47.0735565071041
143,1112389,190722,-47.07356261813076
144,1112389,6064415,-47.073632894266325
145,1112389,2472196,-47.07364206062776
146,1112389,8060368,-47.18339363419862
147,1112389,7558109,-47.18341196744666
148,1112389,8138767,-47.20582220934647
149,1112389,6780771,-47.20582526488898
150,1112389,5139660,-47.205932207406235
151,1112389,5139657,-47.20593526286472
152,1112389,5139658,-47.20593831832087
153,1112389,5139659,-47.20593831832087
154,1112389,5139661,-47.20593831832087
155,1112389,1904447,-47.463009051784496
156,1112389,6832269,-47.463030440402314
157,1112389,8837646,-47.46304571791645
158,1112389,7558106,-47.46305182890576
159,1112389,4284834,-47.55062565483412
160,1112389,2436039,-47.61181306606619
161,1112389,7759969,-47.61181917708819
162,1112389,4284840,-47.81412448916646
163,1112389,1394174,-47.81418254270022
164,1112389,6199112,-47.81420087522005
165,1112389,7524966,-47.8300299657582
166,1112389,176219,-47.83004218790488
167,1112389,5974816,-47.83012163094804
168,1112389,3570708,-47.834167335341306
169,1112389,6746142,-47.852400485273996
170,1112389,5892682,-47.85243715207816
171,1112389,6667097,-47.85243715207816
172,1112389,5222233,-47.85244020763
173,1112389,4931197,-47.85244326317951
174,1112389,4337249,-47.852455485354206
175,1112389,6766797,-47.852455485354206
176,1112389,8634010,-47.852464651960716
177,1112389,1521558,-47.85248604062755
178,1112389,6780772,-47.852489096142044
179,1112389,1437678,-47.85251048467817
180,1112389,6746135,-47.852559372331285
181,1112389,196853,-47.852617425643324
182,1112389,1449007,-47.96589078071011
183,1112389,4284832,-48.109559827855136
184,1112389,952750,-48.109568994594696
185,1112389,200493,-48.109636216709546
186,1112389,7743813,-48.10964538327405
187,1112389,7266913,-48.10964843879088
188,1112389,7743807,-48.109666771842846
